,RMSE,MAE
0,55.743312234843806,47.240422026177384
1,478.63005141855507,395.1586719919219
2,44.07866883664056,33.708978278228045
3,190.96470111786337,161.64881385122374
4,313.999141841658,266.4131893161755
5,388.3895652313696,366.96457765865074
6,241.44902732389923,234.31836573056648
7,634.1111198469148,518.7728918200942
8,66.03407275244717,57.49939420070348
9,65.42831929213331,55.6662790784859
10,90.469647903394,83.6155943705005
11,68.19246106745152,57.394010737678286
12,132.5410983626546,121.89941997778055
13,529.7212698374476,516.1181226059603
14,415.06982304546386,397.2925617133758
15,70.83672919677419,55.576657569309646
16,87.47348469125889,66.48331534313473
17,114.28209519999481,99.13337620235166
18,433.31846463086606,411.3640427218868
19,43.80094179319353,40.451913184910325
20,64.99446535153858,60.73256200416006
21,192.9136772660733,190.07565733544413
22,328.597318277899,215.11258938460742
23,326.706748049388,281.01335267079253
24,126.82128018699348,106.11645528230554
25,89.59157812836425,65.32252261313408
26,174.27574728175293,134.06900399521987
27,243.3022023349884,174.60921201920866
28,52.02718357222041,47.28633676279483
29,620.9738069713259,506.0551835799465
30,30.934615288715907,22.806453887951818
31,944.2104295333216,711.046764971059
32,126.15977513566932,119.86307511213363
33,326.08288749506187,287.0714232596015
34,256.175327224029,251.61385110276774
35,101.4855094337821,84.00252136276333
36,52.43014313543706,37.99941306150862
37,200.26574749379995,169.82121822643137
38,74.79610568896054,61.14691227161063
39,46.13057005294971,37.01854805312615
40,141.36103404446516,116.76086245424494
41,61.08896042747017,57.30300438773352
42,667.0624378565648,532.3218738515573
43,151.21420852866902,127.13080843666307
44,847.7754418547754,747.3813200009436
45,43.11705978713981,42.70245890717973
46,79.47020951989151,71.75364283697775
47,86.13899113576484,83.84548801888843
48,38.73803606993783,33.868998347556555
49,160.8647889113313,125.00275059516252
50,559.0678973660304,331.5361598813565
51,295.6085996593593,240.6873623571753
52,148.6360045781516,106.80990711072343
53,137.16584023905605,109.70426685096459
54,67.82862744851771,58.441362244630284
55,580.7353731112338,519.9031652027818
56,211.11196230637523,159.4669085832279
57,97.571814318666,90.20969378860764
58,86.16256451449287,73.1107388165056
59,302.90748061148565,250.6000695406026
60,150.34274932220626,119.90277731529613
61,692.3501486838906,600.3176456537849
62,525.668461635861,423.9951146068039
63,399.1967277895957,331.3319100944989
64,84.565742254735,81.06615797559698
65,96.64829277371918,86.82164416755222
66,61.378607098537884,36.83037402949526
67,564.108528809147,488.2146998694416
68,373.50075418775106,330.6870516394199
69,33.16289038549576,28.176539529150688
70,101.81676319320945,80.91264630667547
71,137.1265265047908,116.73166435119697
72,637.9785747295973,611.4482206103853
