,RMSE,MAE
0,55.03399688404549,45.815745091136705
1,256.175327224029,251.61385110276774
2,71.76578050411909,65.62442022409704
3,280.51635203806404,254.81745185431987
4,433.31846463086606,411.3640427218868
5,146.56805129293755,128.89731613803724
6,148.74178848413257,127.36553952353927
7,137.16584023905605,109.70426685096459
8,175.7423377688568,143.26747216519914
9,44.55838532815211,32.24855316392632
10,634.1111198469148,518.7728918200942
11,556.4891346291778,361.5906739878976
12,58.63555817728012,56.55021044166108
13,106.04699730406533,92.77718266538102
14,55.264465421796984,45.17154127970707
15,85.63010203079924,75.30217382618633
16,20.80048883427691,18.486775302795706
17,105.44081253140745,92.39985826828797
18,82.39748303589519,58.699679462039285
19,336.1448947867827,310.25208605670184
20,580.7353731112338,519.9031652027818
21,93.61683991418174,84.46291022615742
22,148.6360045781516,106.80990711072343
23,302.90748061148565,250.6000695406026
24,559.0678973660304,331.5361598813565
25,620.9738069713259,506.0551835799465
26,97.31825046680922,75.04575875308308
27,73.62165138624776,58.0991640662935
28,132.24393964983744,130.10668516733983
29,529.7212698374476,516.1181226059603
30,177.97937284530437,139.60924019375045
31,174.27574728175293,134.06900399521987
32,506.74030703258546,485.17628547799063
33,174.37639226138148,167.14447661886618
34,101.81676319320945,80.91264630667547
35,326.706748049388,281.01335267079253
36,219.4024917517973,135.23107303411496
37,62.991664180543566,48.91177683291443
38,134.25672034135232,83.9473745690018
39,944.2104295333216,711.046764971059
40,847.7754418547754,747.3813200009436
41,214.8763917645971,195.52808729354456
42,73.85878660397535,58.07699746759738
43,215.514153856527,175.96555436009987
44,87.47348469125889,66.48331534313473
45,75.1481591571574,60.678374097968685
46,157.7028136933853,144.31025542149087
47,326.08288749506187,287.0714232596015
48,259.4820980729541,194.53498584647105
49,255.66606379221994,231.81661271256644
50,76.89752362477931,60.98008162352221
51,91.7986866208176,87.47163976294746
52,188.58403661906277,169.69250111894422
53,34.96924427685077,32.7352947466901
54,153.79720066078815,133.4704946833383
55,69.09673586977738,63.000916484518996
56,277.94411015941944,242.50232754263925
57,478.63005141855507,395.1586719919219
58,82.13624857647484,74.95364108069919
59,667.0624378565648,532.3218738515573
60,373.50075418775106,330.6870516394199
61,150.89942624064574,116.23280309192364
62,360.90141109349895,281.79050120246075
63,259.0847381556138,231.50469089040575
64,38.73803606993783,33.868998347556555
65,399.1967277895957,331.3319100944989
66,266.8051040113658,248.51995584780343
67,439.19624004723886,348.63587186023165
68,104.4775005954432,92.08487600762254
69,637.9785747295973,611.4482206103853
70,77.51987482722397,54.82193313206727
71,192.61527501512688,187.0011982910936
72,41.523901086234225,36.02922067180239
73,327.2155421778373,325.6203980023772
74,86.0093647653031,67.59143704503981
75,354.6829730723415,279.9074392187954
76,101.29745149707941,83.72719594496004
77,69.47546338051617,64.6574794208255
78,40.635008899994325,35.74681904998252
79,31.310522694306336,22.197376903564646
80,692.3501486838906,600.3176456537849
81,130.4031625966224,102.01138338271772
82,314.2110804657974,259.91599328793654
83,564.108528809147,488.2146998694416
84,160.8647889113313,125.00275059516252
85,27.61786696306771,25.128307476893013
86,221.74824176787627,196.54582832751862
87,80.10607954084179,50.62955598764216
88,207.82741463256548,179.29967969556492
89,60.59987870423213,44.867810862622775
90,51.67895341278735,43.539831253913746
91,525.668461635861,423.9951146068039
92,309.93032886978915,229.86956593776722
93,272.484355419608,235.52258397710813
94,195.27923502132006,157.20016285443648
95,34.538559991746816,32.474724632378354
96,72.8277888206783,59.74393446632723
97,347.0952938530277,292.86712475168804
98,48.37225021221981,25.055253415855304
99,191.60545995364015,130.2962960040702
100,319.779532274059,274.7143178267188
101,303.2324126156069,219.22989625363084
102,314.7069597954614,311.4264854444229
103,73.92101957820131,62.84139627916352
104,249.18768598076463,241.71286614470063
105,192.96399306378103,152.66561020526683
106,89.05894020484266,77.5464394240289
107,168.88986498733087,130.56239183429034
108,515.5558177824498,475.89212593903653
109,580.5746060578126,569.8002833024166
110,86.92066159932958,83.73154344573754
111,250.08483750813235,189.60893272595308
112,127.60297740793916,105.19654612924626
113,355.8768828009067,348.74406107952996
114,148.04987896750757,132.40557088739797
115,474.46759400865943,431.9287632268905
116,328.05427808302517,206.3156409804733
117,342.2999129718326,283.82595835882677
118,250.37125348135004,237.01753894328135
119,295.6085996593593,240.6873623571753
120,225.8613300325815,207.83601542806718
121,208.47875348881342,176.32793066386353
122,228.9180839285009,188.1592746784445
123,82.86276022590322,65.41371074138755
124,209.3077624660186,168.5430516650461
125,143.89165060430665,136.91072359051964
126,213.8470827231218,204.6556957546884
127,619.4064384288048,593.5054046613151
128,360.6920479154958,275.1720372162745
129,43.96583088443068,34.16214865337531
130,311.7497320353481,252.94177313218194
131,164.96332796844402,143.90318834850655
132,214.68441753810504,178.61283170110238
133,124.99670649676075,106.68194199522907
134,346.8461006631824,286.49200635228954
135,388.3895652313696,366.96457765865074
136,371.03470555456033,295.38006386283496
137,137.1265265047908,116.73166435119697
138,308.60925738405007,233.16158788922974
139,256.7358929208509,255.05599386324855
