,RMSE,MAE
0,55.671639271107345,46.79258515336551
1,256.175327224029,251.61385110276774
2,58.94547906114555,52.21902750421273
3,52.749403892307235,41.9289640327695
4,174.27574728175293,134.06900399521987
5,65.69445467850605,51.83415859524064
6,43.2561618415593,37.11695038180585
7,137.16584023905605,109.70426685096459
8,634.1111198469148,518.7728918200942
9,65.38785942647208,64.28375058622737
10,41.72138101310506,30.136061922592063
11,313.999141841658,266.4131893161755
12,120.88232840553232,97.69733795394097
13,109.33759228730234,94.30599303572524
14,73.72876315229637,72.18682268679407
15,56.37533063878075,43.000525778246356
16,225.64336987156193,184.7535863683156
17,847.7754418547754,747.3813200009436
18,30.880406075660748,26.06900945429132
19,196.21992417710834,179.48091571346436
20,444.264379959406,369.03282306979554
21,192.9136772660733,190.07565733544413
22,944.2104295333216,711.046764971059
23,215.81201464320313,181.74134672272908
24,564.108528809147,488.2146998694416
25,478.63005141855507,395.1586719919219
26,373.50075418775106,330.6870516394199
27,73.5940854972302,53.280516720388164
28,66.27547381974507,57.43152865228069
29,529.7212698374476,516.1181226059603
30,32.369460507276536,30.622600443586975
31,67.09507476200851,58.57720742655107
32,53.27152840380499,44.64579811310864
33,153.79720066078815,133.4704946833383
34,326.08288749506187,287.0714232596015
35,42.796697077617985,38.26186249388542
36,63.3548750521323,52.77530734064129
37,213.54315830844033,190.19798005746907
38,55.24436276914752,45.28225653507934
39,326.706748049388,281.01335267079253
40,85.48035420288998,58.3134354835571
41,150.34274932220626,119.90277731529613
42,148.74178848413257,127.36553952353927
43,580.7353731112338,519.9031652027818
44,80.16506515011297,69.74361926157371
45,103.69834626607697,101.40504605047562
46,65.45642266315993,51.31088563971616
47,87.7966652801877,66.46746707167847
48,637.9785747295973,611.4482206103853
49,86.76154512974007,72.12484292346522
50,27.61786696306771,25.128307476893013
51,30.212264195135695,22.73280967577699
52,31.430113621300197,29.449286135513603
53,84.059927553079,64.24146850423983
54,73.85878660397535,58.07699746759738
