,RMSE,MAE
0,290.1434233734785,280.4761463377914
1,55.0642989548109,45.87390667294096
2,355.8768828009067,348.74406107952996
3,174.27574728175293,134.06900399521987
4,38.113986764225004,33.123092351159926
5,50.17100632282198,36.90638959115779
6,44.55838532815211,32.24855316392632
7,73.62165138624776,58.0991640662935
8,634.1111198469148,518.7728918200942
9,295.6085996593593,240.6873623571753
10,41.523901086234225,36.02922067180239
11,58.71824261880352,48.9387354215761
12,62.63610912949779,57.52685076988547
13,326.08288749506187,287.0714232596015
14,96.30493751295343,79.81822802460658
15,213.8470827231218,204.6556957546884
16,667.0624378565648,532.3218738515573
17,168.60181910664616,148.40890655643
18,328.05427808302517,206.3156409804733
19,944.2104295333216,711.046764971059
20,66.71412293598674,58.40396372862648
21,228.9180839285009,188.1592746784445
22,123.2633000698208,115.17948342511909
23,191.60545995364015,130.2962960040702
24,847.7754418547754,747.3813200009436
25,199.3109333078301,175.51490468123217
26,90.469647903394,83.6155943705005
27,637.9785747295973,611.4482206103853
28,326.706748049388,281.01335267079253
29,132.24393964983744,130.10668516733983
30,529.7212698374476,516.1181226059603
31,41.61389400269049,33.10938999918605
32,152.51612168639554,134.13286227572553
33,178.95665197425538,173.01217169982647
34,86.92066159932958,83.73154344573754
35,30.800484994066377,29.71005968100002
36,124.99670649676075,106.68194199522907
37,53.35673521658636,47.27446339487693
38,208.47875348881342,176.32793066386353
39,143.97294499964138,107.94150198469129
40,48.12746333860074,43.00561655220764
41,29.375881361334606,25.27253090333835
42,125.06859028358438,119.44305357087387
43,115.39780083104002,87.74430906010389
44,89.52719074307666,88.51257313786891
45,122.65428157942033,90.95613579548967
46,506.74030703258546,485.17628547799063
47,14.3223879176616,13.752812718337083
48,580.7353731112338,519.9031652027818
49,70.55230863827308,53.44799558633159
50,101.2998042583384,90.11329311577515
51,433.31846463086606,411.3640427218868
52,256.175327224029,251.61385110276774
53,73.85878660397535,58.07699746759738
54,250.08483750813235,189.60893272595308
55,373.50075418775106,330.6870516394199
56,74.85244870652201,67.82537014279524
57,34.96924427685077,32.7352947466901
58,280.51635203806404,254.81745185431987
59,195.27923502132006,157.20016285443648
60,72.8277888206783,59.74393446632723
61,439.19624004723886,348.63587186023165
62,410.438225277815,302.11890309610243
63,360.90141109349895,281.79050120246075
64,101.29745149707941,83.72719594496004
65,249.18768598076463,241.71286614470063
66,148.04987896750757,132.40557088739797
67,478.63005141855507,395.1586719919219
68,148.6360045781516,106.80990711072343
69,346.8461006631824,286.49200635228954
70,259.0847381556138,231.50469089040575
71,60.600910105084395,55.34446680785891
72,48.97941022305298,32.084074309905475
73,81.33899819099342,76.89406656039978
74,148.74178848413257,127.36553952353927
75,38.73803606993783,33.868998347556555
76,309.93032886978915,229.86956593776722
77,207.82741463256548,179.29967969556492
78,556.4891346291778,361.5906739878976
79,620.9738069713259,506.0551835799465
80,336.1448947867827,310.25208605670184
81,72.95979466748905,71.42475808719882
82,153.79720066078815,133.4704946833383
83,692.3501486838906,600.3176456537849
84,266.8051040113658,248.51995584780343
85,399.1967277895957,331.3319100944989
86,75.89838124020785,51.13802792606862
87,564.108528809147,488.2146998694416
88,96.7006486826329,83.3253820082989
89,83.76145895882489,70.3247565139352
90,255.66606379221994,231.81661271256644
91,287.1094177569848,243.59056279506672
92,308.60925738405007,233.16158788922974
93,160.8647889113313,125.00275059516252
94,74.70708135688159,54.634908152716946
95,327.2155421778373,325.6203980023772
96,59.13219393251143,48.77097521104474
97,71.94655687569141,59.18062946169488
98,525.668461635861,423.9951146068039
99,252.9530087044017,191.181922757439
100,250.37125348135004,237.01753894328135
101,580.5746060578126,569.8002833024166
102,143.58849557807105,110.08496033114682
103,130.65819496077825,96.68740126512455
104,272.484355419608,235.52258397710813
105,134.25672034135232,83.9473745690018
106,93.61683991418174,84.46291022615742
107,319.779532274059,274.7143178267188
108,559.0678973660304,331.5361598813565
109,105.44081253140745,92.39985826828797
110,302.90748061148565,250.6000695406026
111,164.96332796844402,143.90318834850655
112,277.94411015941944,242.50232754263925
113,322.36224254350884,302.33565555931665
114,314.7069597954614,311.4264854444229
115,371.03470555456033,295.38006386283496
116,43.29149151528377,38.368667965264734
117,515.5558177824498,475.89212593903653
118,215.514153856527,175.96555436009987
119,239.57454728662373,186.30267838268503
120,314.2110804657974,259.91599328793654
121,221.74824176787627,196.54582832751862
122,58.63555817728012,56.55021044166108
123,253.93137949865377,186.05265184722623
124,334.55254665848594,238.5689138916007
125,360.6920479154958,275.1720372162745
126,305.910497849079,301.01981948337095
127,226.18306244940393,218.63201391134817
128,137.1265265047908,116.73166435119697
129,92.25266465754706,78.11309979431985
130,506.0035545101054,353.1376174301129
131,367.15975691495396,317.3286634154856
132,157.7028136933853,144.31025542149087
133,454.6470296810075,421.8675819131505
134,39.997829676978846,37.83410612125627
135,474.46759400865943,431.9287632268905
136,619.4064384288048,593.5054046613151
137,184.9043525297014,172.01401546638454
138,23.875325493464036,23.086697072631125
139,395.5789696266408,286.2961640000433
140,43.87204137235676,38.45054049022093
141,141.56774839122946,113.16264565912616
