,Postal code,Building type,2020Q1 Price per square meter (EUR/m2),2020Q2 Price per square meter (EUR/m2),2020Q3 Price per square meter (EUR/m2),2020Q4 Price per square meter (EUR/m2),2021Q1* Price per square meter (EUR/m2),2021Q2* Price per square meter (EUR/m2),label6,label8,label10,Location
3696,28370,"Blocks of flats, one-room flat",810.0,810.0,810.0,810.0,810.0,810.0,4,6,6,Sampola   (Pori )
3756,28800,"Blocks of flats, one-room flat",735.0,735.0,735.0,735.0,735.0,735.0,4,6,6,Pihlava   (Pori )
3858,30100,"Blocks of flats, one-room flat",1045.0,1020.75,996.5,972.25,948.0,1055.0,4,0,0,Forssa Keskus   (Tammela )
3864,30300,"Blocks of flats, one-room flat",865.0,865.0,865.0,865.0,865.0,865.0,4,6,6,Viksberg   (Forssa )
3870,30420,"Blocks of flats, one-room flat",1302.0,1302.0,1302.0,1302.0,1302.0,1302.0,4,0,0,Tölö   (Forssa )
3978,32200,"Blocks of flats, one-room flat",809.0322580645161,796.516129032258,784.0,784.0,784.0,784.0,4,6,6,Loimaa Keskus   (Loimaa )
4044,32700,"Blocks of flats, one-room flat",838.0,838.0,838.0,838.0,838.0,838.0,4,6,6,Huittinen Keskus   (Huittinen )
4086,33100,"Blocks of flats, one-room flat",4762.0,4440.0,4679.0,4679.0,4679.0,4679.0,3,3,3,Tampere Keskus   (Tampere )
4098,33200,"Blocks of flats, one-room flat",4410.666666666667,4474.333333333333,4538.0,4680.0,5072.5,5465.0,3,3,3,Tampere Keskus Läntinen   (Tampere )
4104,33210,"Blocks of flats, one-room flat",4701.666666666667,4625.0,4721.5,4818.0,4454.0,4454.0,3,3,3,Itä-Amuri-Tammerkoski   (Tampere )
4110,33230,"Blocks of flats, one-room flat",3788.1428571428573,3773.0,3911.0,4049.0,4294.0,4539.0,2,1,1,Länsi-Amuri   (Tampere )
4116,33240,"Blocks of flats, one-room flat",2896.0,2896.0,2896.0,2896.0,2896.0,2896.0,0,4,4,Tahmela   (Tampere )
4122,33250,"Blocks of flats, one-room flat",3219.0,3219.0,3219.0,3219.0,3219.0,3219.0,2,1,1,Pispala   (Tampere )
4128,33270,"Blocks of flats, one-room flat",2959.75,2888.0,2989.3333333333335,3090.6666666666665,3192.0,3122.0,0,4,4,Epilä   (Tampere )
4134,33300,"Blocks of flats, one-room flat",2051.0,2051.0,2051.0,2051.0,2051.0,2051.0,1,7,8,Rahola   (Tampere )
4140,33310,"Blocks of flats, one-room flat",,,,2847.0,2847.0,2847.0,0,4,4,Tesoma   (Tampere )
4146,33330,"Blocks of flats, one-room flat",2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,1,7,8,Myllypuro-Kalkku   (Tampere )
4152,33340,"Blocks of flats, one-room flat",1872.0,1872.0,1872.0,1872.0,1872.0,1872.0,1,7,7,Haukiluoma-Ikuri   (Tampere )
4158,33400,"Blocks of flats, one-room flat",,,,,4398.0,4493.0,3,3,3,Luoteis-Tampere   (Tampere )
4164,33410,"Blocks of flats, one-room flat",2393.7692307692305,2437.3846153846152,2481.0,2938.0,3395.0,3395.0,0,4,4,Lentävänniemi   (Tampere )
4188,33470,"Blocks of flats, one-room flat",1215.0,1215.0,1215.0,1215.0,1215.0,1215.0,4,0,0,Ylöjärvi Keskus   (Ylöjärvi )
4200,33500,"Blocks of flats, one-room flat",4213.4,4207.6,4201.8,4196.0,4409.5,4623.0,3,3,3,Osmonmäki-Petsamo   (Tampere )
4212,33530,"Blocks of flats, one-room flat",2535.972972972973,2539.6486486486488,2543.324324324324,2547.0,2547.0,2547.0,0,4,4,Kissanmaa   (Tampere )
4218,33540,"Blocks of flats, one-room flat",4465.0,4327.0,4323.0,4319.0,4315.0,4533.0,3,3,3,Kaleva   (Tampere )
4224,33560,"Blocks of flats, one-room flat",2916.4285714285716,2995.142857142857,3073.8571428571427,3152.5714285714284,3231.285714285714,3310.0,0,4,4,Takahuhti   (Tampere )
4230,33580,"Blocks of flats, one-room flat",2640.0,2842.0,3044.0,3246.0,3649.0,3785.0,2,1,1,Atala-Linnainmaa   (Tampere )
4254,33710,"Blocks of flats, one-room flat",2969.3333333333335,3132.0,2843.0,3085.5,3328.0,3328.0,0,4,4,Kaukajärvi   (Tampere )
4260,33720,"Blocks of flats, one-room flat",2597.0,2816.0,2332.0,2787.0,2748.0,2782.0,0,4,4,Hervanta   (Tampere )
4272,33800,"Blocks of flats, one-room flat",2278.6666666666665,2401.0,2248.3333333333335,2095.6666666666665,1943.0,1943.0,1,7,8,Nekala   (Tampere )
4278,33820,"Blocks of flats, one-room flat",2862.0,2862.0,2862.0,2862.0,2862.0,2862.0,0,4,4,Koivistonkylä   (Tampere )
4296,33870,"Blocks of flats, one-room flat",4009.0,3646.0,4164.0,3860.0,4102.0,4214.0,2,1,1,Vuores   (Lempäälä )
4302,33880,"Blocks of flats, one-room flat",800.0,800.0,800.0,800.0,800.0,800.0,4,6,6,Höytämö   (Lempäälä )
4308,33900,"Blocks of flats, one-room flat",2944.0,3037.0,3268.5,3500.0,3731.5,3963.0,2,1,1,Härmälä-Rantaperkiö   (Tampere )
4326,33960,"Blocks of flats, one-room flat",2322.3333333333335,2330.8888888888887,2339.4444444444443,2348.0,2348.0,2348.0,0,4,4,Suuppa   (Pirkkala )
4410,35300,"Blocks of flats, one-room flat",1355.0,1355.0,1355.0,1355.0,1355.0,1355.0,1,2,2,Orivesi Keskus   (Orivesi )
4470,35800,"Blocks of flats, one-room flat",522.0,522.0,522.0,522.0,522.0,522.0,4,6,6,Mänttä   (Mänttä-Vilppula )
4476,35820,"Blocks of flats, one-room flat",452.0,452.0,452.0,452.0,452.0,452.0,4,6,6,Asemakulma-Mustalahti   (Jämsä )
4500,36200,"Blocks of flats, one-room flat",2114.8,2146.4,2178.0,1650.0,2371.0,3092.0,0,4,4,Kangasala Keskus   (Kangasala )
4590,37100,"Blocks of flats, one-room flat",1724.0,1695.0,1666.0,1637.0,1608.0,1608.0,1,2,2,Nokia Keskus   (Nokia )
4656,37500,"Blocks of flats, one-room flat",1623.0,1623.0,1623.0,1623.0,1623.0,1623.0,1,2,2,Lempäälä Keskus   (Lempäälä )
4680,37600,"Blocks of flats, one-room flat",1336.0,1336.0,1336.0,1336.0,1336.0,1336.0,4,0,0,Valkeakoski Keskus   (Valkeakoski )
4686,37630,"Blocks of flats, one-room flat",1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,4,0,0,Vääräkoivu   (Valkeakoski )
4698,37800,"Blocks of flats, one-room flat",1107.0,1107.0,1107.0,1107.0,1107.0,1107.0,4,0,0,Toijala keskus   (Akaa )
4740,38200,"Blocks of flats, one-room flat",1397.0,1397.0,1397.0,1397.0,1397.0,1397.0,1,2,2,Vammala Keskus   (Sastamala )
4872,39500,"Blocks of flats, one-room flat",963.4117647058823,948.5294117647059,933.6470588235294,918.7647058823529,903.8823529411765,889.0,4,6,6,Ikaalinen Keskus   (Ikaalinen )
4884,39700,"Blocks of flats, one-room flat",731.0,731.0,731.0,731.0,731.0,731.0,4,6,6,Parkano Keskus   (Parkano )
4902,40100,"Blocks of flats, one-room flat",3265.0,3372.0,3560.0,3368.0,3176.0,2984.0,2,1,1,Jyväskylä Keskus   (Jyväskylä )
4908,40200,"Blocks of flats, one-room flat",3381.0,3155.5,2930.0,2973.0,2973.0,2973.0,0,4,4,Mannila-Taulumäki   (Jyväskylä )
4926,40320,"Blocks of flats, one-room flat",2114.0,2114.0,2114.0,2114.0,2114.0,2114.0,1,7,8,Seppälän Teollisuusalue   (Jyväskylä )
4932,40340,"Blocks of flats, one-room flat",1242.0,1242.0,1242.0,1242.0,1242.0,1242.0,4,0,0,Huhtasuo   (Jyväskylä )
4944,40420,"Blocks of flats, one-room flat",1245.0,1245.0,1245.0,1245.0,1245.0,1245.0,4,0,0,Jyskä   (Jyväskylä )
4956,40520,"Blocks of flats, one-room flat",2762.0,2620.0,2398.0,3081.0,2834.0,2834.0,0,4,4,Kuokkala-Ristikivi   (Jyväskylä )
4968,40600,"Blocks of flats, one-room flat",2502.0,2502.0,2502.0,2502.0,2502.0,2502.0,0,4,4,Mattilanpelto   (Jyväskylä )
4986,40640,"Blocks of flats, one-room flat",1358.0,1358.0,1358.0,1358.0,1358.0,1358.0,1,2,2,Keltinmäki   (Jyväskylä )
4992,40700,"Blocks of flats, one-room flat",3271.0,3271.0,3271.0,3271.0,3271.0,3271.0,2,1,1,Mäki-Matti   (Jyväskylä )
4998,40720,"Blocks of flats, one-room flat",3002.0,3002.0,3002.0,3002.0,3002.0,3002.0,0,4,4,Nisula   (Jyväskylä )
5004,40740,"Blocks of flats, one-room flat",2085.2,2043.6,2002.0,2002.0,2002.0,2002.0,1,7,8,Kortepohja   (Jyväskylä )
5010,40800,"Blocks of flats, one-room flat",1023.0526315789474,1033.0,1033.0,1033.0,1033.0,1033.0,4,0,0,Vaajakoski   (Jyväskylä )
5022,40900,"Blocks of flats, one-room flat",727.0,727.0,727.0,727.0,727.0,727.0,4,6,6,Säynätsalo   (Jyväskylä )
5214,42100,"Blocks of flats, one-room flat",932.0,885.75,839.5,793.25,747.0,747.0,4,6,6,Jämsä Keskus   (Jämsä )
5244,42700,"Blocks of flats, one-room flat",681.25,675.5,669.75,664.0,664.0,664.0,4,6,6,Keuruu Keskus   (Keuruu )
5328,44100,"Blocks of flats, one-room flat",941.0,921.0,901.0,881.0,881.0,881.0,4,6,6,Äänekoski Keskus   (Äänekoski )
5340,44150,"Blocks of flats, one-room flat",822.0,822.0,822.0,822.0,822.0,822.0,4,6,6,Likolahti-Karhunlähde   (Äänekoski )
5352,44200,"Blocks of flats, one-room flat",582.0,582.0,582.0,582.0,582.0,582.0,4,6,6,Suolahti Keskus   (Äänekoski )
5430,45100,"Blocks of flats, one-room flat",1378.5,1303.0,1262.0,1348.0,1358.5,1369.0,4,0,0,Kouvola Keskus   (Kouvola )
5442,45130,"Blocks of flats, one-room flat",1098.0,1098.0,1098.0,1098.0,1098.0,1098.0,4,0,0,Korjala-Kaunisnurmi   (Kouvola )
5448,45150,"Blocks of flats, one-room flat",781.1428571428571,771.7142857142858,762.2857142857142,752.8571428571429,743.4285714285714,734.0,4,6,6,Kankaronmäki-Eskolanmäki   (Kouvola )
5460,45200,"Blocks of flats, one-room flat",1043.5,1069.0,1094.5,1120.0,1120.0,1120.0,4,0,0,Tornionmäki   (Kouvola )
5496,45700,"Blocks of flats, one-room flat",840.0,907.0,907.0,907.0,907.0,907.0,4,6,6,Kuusankoski Keskus   (Kouvola )
5610,48100,"Blocks of flats, one-room flat",1542.5,1504.75,1467.0,1516.0,1701.0,1612.0,1,2,2,Kotkansaari   (Kotka )
5622,48200,"Blocks of flats, one-room flat",1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,4,0,0,Hovinsaari   (Kotka )
5658,48350,"Blocks of flats, one-room flat",626.8709677419355,614.9354838709678,603.0,582.5,562.0,562.0,4,6,6,Karhuvuori   (Kotka )
5676,48600,"Blocks of flats, one-room flat",811.0,811.0,811.0,811.0,811.0,811.0,4,6,6,Karhula   (Kotka )
5724,48900,"Blocks of flats, one-room flat",558.0,558.0,558.0,558.0,558.0,558.0,4,6,6,Sunila   (Kotka )
5766,49400,"Blocks of flats, one-room flat",1157.0,1157.0,1157.0,1157.0,1157.0,1157.0,4,0,0,Hamina Keskus   (Hamina )
5844,50100,"Blocks of flats, one-room flat",2078.0,2218.5,2359.0,2209.0,2352.5,2496.0,0,4,4,Mikkeli Keskus   (Mikkeli )
5850,50120,"Blocks of flats, one-room flat",1511.0,1511.0,1511.0,1511.0,1511.0,1511.0,1,2,2,Siekkilä   (Mikkeli )
5868,50160,"Blocks of flats, one-room flat",1214.0,1214.0,1214.0,1214.0,1214.0,1214.0,4,0,0,Kattilansilta   (Mikkeli )
5874,50170,"Blocks of flats, one-room flat",1686.0,1686.0,1686.0,1686.0,1686.0,1686.0,1,2,2,Peitsari   (Mikkeli )
5886,50190,"Blocks of flats, one-room flat",676.0,676.0,676.0,676.0,676.0,676.0,4,6,6,Tuppurala   (Mikkeli )
6018,53100,"Blocks of flats, one-room flat",2640.0,3338.0,2898.5,2459.0,2715.0,2715.0,0,4,4,Lappeenranta keskus   (Lappeenranta )
6036,53300,"Blocks of flats, one-room flat",1622.0,1622.0,1622.0,1622.0,1622.0,1622.0,1,2,2,Lauritsala-Mälkiä   (Lappeenranta )
6066,53600,"Blocks of flats, one-room flat",2114.5714285714284,2178.714285714286,2242.8571428571427,2307.0,2307.0,2307.0,0,4,4,Kesämäki   (Lappeenranta )
6078,53810,"Blocks of flats, one-room flat",1562.0,1562.0,1562.0,1562.0,1562.0,1562.0,1,2,2,Kuusimäki-Lavola   (Lappeenranta )
6090,53850,"Blocks of flats, one-room flat",2124.0,2124.0,2124.0,2124.0,2124.0,2124.0,1,7,8,Skinnarila   (Lappeenranta )
6096,53900,"Blocks of flats, one-room flat",2676.076923076923,2716.0,2716.0,2716.0,2716.0,2716.0,0,4,4,Pallo-Tysterniemi-Leiri   (Lappeenranta )
6102,53920,"Blocks of flats, one-room flat",1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,4,0,0,Voisalmi   (Lappeenranta )
6228,55100,"Blocks of flats, one-room flat",978.0,978.0,978.0,978.0,978.0,978.0,4,0,0,Imatra Keskus   (Imatra )
6234,55120,"Blocks of flats, one-room flat",882.5,860.0,837.5,815.0,815.0,815.0,4,6,6,Mansikkala-Tuulikallio   (Imatra )
6276,55610,"Blocks of flats, one-room flat",797.0,797.0,797.0,797.0,797.0,797.0,4,6,6,Rajapatsas-Teppanala   (Imatra )
6288,55800,"Blocks of flats, one-room flat",890.0,890.0,890.0,890.0,890.0,890.0,4,6,6,Vuoksenniska-Saarlampi   (Imatra )
6336,57100,"Blocks of flats, one-room flat",1491.142857142857,1487.7142857142858,1484.2857142857142,1480.857142857143,1477.4285714285713,1474.0,1,2,2,Heikinpohja-Piispanmäki   (Savonlinna )
6348,57130,"Blocks of flats, one-room flat",1880.0,1880.0,1880.0,1880.0,1880.0,1880.0,1,7,7,Savonlinna Keskus   (Savonlinna )
6354,57170,"Blocks of flats, one-room flat",1201.0,1201.0,1201.0,1201.0,1201.0,1201.0,4,0,0,Sortteerinlahti-Talvisalo   (Savonlinna )
6360,57200,"Blocks of flats, one-room flat",1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,4,0,0,Miekonniemi-Venäjänniemi   (Savonlinna )
6522,60100,"Blocks of flats, one-room flat",2383.0,2500.0,2114.0,2200.5,2287.0,2287.0,0,4,4,Seinäjoki Keskus   (Seinäjoki )
6534,60150,"Blocks of flats, one-room flat",1174.0,1174.0,1174.0,1174.0,1174.0,1174.0,4,0,0,Kasperi   (Seinäjoki )
6600,60800,"Blocks of flats, one-room flat",695.0,695.0,695.0,695.0,695.0,695.0,4,6,6,Ilmajoki Keskus   (Ilmajoki )
6792,62900,"Blocks of flats, one-room flat",1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,4,0,0,Alajärvi Keskus   (Alajärvi )
7044,65100,"Blocks of flats, one-room flat",3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,0,4,4,Vaasa Keskus   (Vaasa )
7056,65200,"Blocks of flats, one-room flat",2300.0,2349.8,2399.6,2449.4,2499.2,2549.0,0,4,4,Palosaari   (Vaasa )
7086,65350,"Blocks of flats, one-room flat",1560.142857142857,1579.5714285714284,1599.0,1599.0,1599.0,1599.0,1,2,2,Suvilahti   (Vaasa )
7092,65370,"Blocks of flats, one-room flat",1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,4,0,0,Ristinummi   (Vaasa )
7098,65380,"Blocks of flats, one-room flat",1227.0,1227.0,1227.0,1227.0,1227.0,1227.0,4,0,0,Vanha Vaasa   (Vaasa )
7344,67100,"Blocks of flats, one-room flat",2317.4,2522.2,2727.0,2605.0,2605.0,2605.0,0,4,4,Kokkola Keskus   (Kokkola )
7380,67800,"Blocks of flats, one-room flat",967.0,967.0,967.0,967.0,967.0,967.0,4,0,0,Koivuhaka   (Kokkola )
7476,68600,"Blocks of flats, one-room flat",1513.0,1513.0,1513.0,1513.0,1513.0,1513.0,1,2,2,Pietarsaari Keskus   (Pietarsaari )
7494,68660,"Blocks of flats, one-room flat",777.0,777.0,777.0,777.0,777.0,777.0,4,6,6,Östermalm-Björnholmen   (Pietarsaari )
7638,70100,"Blocks of flats, one-room flat",3541.0,3541.0,3541.0,3541.0,3541.0,3541.0,2,1,1,Kuopio Keskus   (Kuopio )
7644,70110,"Blocks of flats, one-room flat",3580.0,3324.0,3068.0,3634.0,3600.0,3600.0,2,1,1,Etu-Niirala   (Kuopio )
7650,70150,"Blocks of flats, one-room flat",2159.0,2159.0,2159.0,2159.0,2159.0,2159.0,1,7,8,Neulamäki   (Kuopio )
7656,70200,"Blocks of flats, one-room flat",2135.0,2135.0,2135.0,2135.0,2135.0,2135.0,1,7,8,Puijonlaakso   (Kuopio )
7698,70460,"Blocks of flats, one-room flat",1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1,2,2,Saarijärvi   (Kuopio )
7704,70500,"Blocks of flats, one-room flat",1557.0,1557.0,1557.0,1557.0,1557.0,1557.0,1,2,2,Männistö   (Kuopio )
7710,70600,"Blocks of flats, one-room flat",3255.0,3255.0,3255.0,3255.0,3255.0,3255.0,2,1,1,Niirala-Huuhanmäki   (Kuopio )
7740,70820,"Blocks of flats, one-room flat",,,,1429.0,1429.0,1429.0,1,2,2,Litmanen   (Kuopio )
7932,73100,"Blocks of flats, one-room flat",1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,4,0,0,Lapinlahti Keskus   (Lapinlahti )
8010,74100,"Blocks of flats, one-room flat",1359.1538461538462,1359.7692307692307,1360.3846153846155,1361.0,1284.0,1245.0,4,0,0,"Iisalmi Keskus, Eteläinen   (Iisalmi )"
8016,74120,"Blocks of flats, one-room flat",539.0,539.0,539.0,539.0,539.0,539.0,4,6,6,Iisalmi Keskus Pohjoinen   (Iisalmi )
8106,76100,"Blocks of flats, one-room flat",790.0,790.0,790.0,790.0,790.0,790.0,4,6,6,Pieksämäki Keskus   (Pieksämäki )
8184,78200,"Blocks of flats, one-room flat",635.0,641.0,647.0,653.0,653.0,653.0,4,6,6,Varkaus Keskus   (Leppävirta )
8196,78250,"Blocks of flats, one-room flat",478.0,478.0,478.0,478.0,478.0,478.0,4,6,6,Päiviönsaari   (Varkaus )
8304,80100,"Blocks of flats, one-room flat",2638.0,2734.0,2830.0,2798.0,2580.5,2363.0,0,4,4,"Joensuu Keskus, Pohjoinen   (Joensuu )"
8310,80110,"Blocks of flats, one-room flat",2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,0,4,4,Joensuu Keskus Eteläinen   (Joensuu )
8328,80160,"Blocks of flats, one-room flat",916.0,916.0,916.0,916.0,916.0,916.0,4,6,6,Rantakylä-Latola   (Joensuu )
8340,80200,"Blocks of flats, one-room flat",2108.0,2108.0,2108.0,2108.0,2108.0,2108.0,1,7,8,Niinivaara   (Joensuu )
8490,81700,"Blocks of flats, one-room flat",727.0,727.0,727.0,727.0,727.0,727.0,4,6,6,Lieksa Keskus   (Lieksa )
8652,83500,"Blocks of flats, one-room flat",755.0,755.0,755.0,755.0,755.0,755.0,4,6,6,Outokumpu Keskus   (Outokumpu )
8706,84100,"Blocks of flats, one-room flat",1590.0,1590.0,1590.0,1590.0,1590.0,1590.0,1,2,2,Ylivieska Keskus   (Ylivieska )
8892,87100,"Blocks of flats, one-room flat",1631.0,1656.0,1656.0,1656.0,1656.0,1656.0,1,2,2,Kajaani Keskus   (Kajaani )
8904,87200,"Blocks of flats, one-room flat",1576.0,1576.0,1576.0,1576.0,1576.0,1576.0,1,2,2,Teppana   (Kajaani )
8988,88600,"Blocks of flats, one-room flat",1223.0,1223.0,1223.0,1223.0,1223.0,1223.0,4,0,0,Sotkamo Keskus   (Sotkamo )
9042,90100,"Blocks of flats, one-room flat",2947.0,2979.0,3110.6666666666665,3242.3333333333335,3374.0,3197.0,2,1,1,Oulu Keskus   (Oulu )
9048,90120,"Blocks of flats, one-room flat",2602.0,2975.0,3127.0,2963.0,2799.0,2799.0,0,4,4,Heinäpää   (Oulu )
9054,90130,"Blocks of flats, one-room flat",2876.0,2876.0,2876.0,2876.0,2876.0,2876.0,0,4,4,Raksila   (Oulu )
9060,90140,"Blocks of flats, one-room flat",2916.285714285714,3071.0,3071.0,3071.0,3071.0,3071.0,0,4,4,Karjasilta   (Oulu )
9066,90150,"Blocks of flats, one-room flat",2432.0,2097.5,1763.0,1763.0,1763.0,1763.0,1,7,7,Höyhtyä   (Oulu )
9090,90250,"Blocks of flats, one-room flat",1569.0,1569.0,1569.0,1569.0,1569.0,1569.0,1,2,2,Kaukovainio   (Oulu )
9102,90400,"Blocks of flats, one-room flat",2076.0,2076.0,2076.0,2076.0,2076.0,2076.0,1,7,8,Äimärautio   (Oulu )
9114,90420,"Blocks of flats, one-room flat",2460.0,2502.0,2544.0,2905.0,2447.0,2447.0,0,4,4,Metsokangas   (Oulu )
9144,90500,"Blocks of flats, one-room flat",2505.0,2091.0,2719.0,2719.0,2719.0,2719.0,0,4,4,Tuira   (Oulu )
9156,90520,"Blocks of flats, one-room flat",3407.4444444444443,3496.0,3501.5,3507.0,3507.0,3507.0,2,1,1,Taskila-Toppila   (Oulu )
9162,90530,"Blocks of flats, one-room flat",2444.0,2462.0,2480.0,2480.0,2480.0,2480.0,0,4,4,Välivainio   (Oulu )
9174,90550,"Blocks of flats, one-room flat",1572.0,1572.0,1572.0,1572.0,1572.0,1572.0,1,2,2,Pyykösjärvi-Puolivälikangas   (Oulu )
9180,90560,"Blocks of flats, one-room flat",1602.0,1604.5,1607.0,1607.0,1607.0,1607.0,1,2,2,Koskela-Oulu   (Oulu )
9186,90570,"Blocks of flats, one-room flat",3502.0,3503.6,3505.2,3506.8,3508.4,3510.0,2,1,1,Kaijonharju-Linnanmaa   (Oulu )
9210,90650,"Blocks of flats, one-room flat",1740.0,1740.0,1740.0,1740.0,1740.0,1740.0,1,2,2,Haapalehto   (Oulu )
9390,92100,"Blocks of flats, one-room flat",1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,4,0,0,Raahe Keskus   (Raahe )
9516,93600,"Blocks of flats, one-room flat",1292.75,1240.5,1188.25,1136.0,1136.0,1136.0,4,0,0,Kuusamo   (Kuusamo )
9546,94100,"Blocks of flats, one-room flat",738.0,814.0,890.0,976.0,939.0,902.0,4,6,6,Kemi Keskus   (Kemi )
9636,95400,"Blocks of flats, one-room flat",2009.0,2009.0,2009.0,2009.0,2009.0,2009.0,1,7,8,Tornio Keskus   (Tornio )
9654,95430,"Blocks of flats, one-room flat",1363.0,1363.0,1363.0,1363.0,1363.0,1363.0,1,2,2,Suensaari   (Tornio )
9720,96100,"Blocks of flats, one-room flat",2513.714285714286,2437.8571428571427,2362.0,1944.0,1944.0,1944.0,1,7,8,Rovaniemi Keskus   (Rovaniemi )
9732,96200,"Blocks of flats, one-room flat",2043.6,2049.2,2054.8,2060.4,2066.0,2066.0,1,7,8,Sahanperä-Ratantaus   (Rovaniemi )
9738,96300,"Blocks of flats, one-room flat",2522.0,2915.0,3308.0,3076.0,2844.0,2612.0,0,4,4,Niemelänkangas-Korvanniemi   (Rovaniemi )
9750,96400,"Blocks of flats, one-room flat",1821.0,1821.0,1821.0,1821.0,1821.0,1821.0,1,7,7,Pullinranta-Kiiruna   (Rovaniemi )
9756,96440,"Blocks of flats, one-room flat",1198.0,1198.0,1198.0,1198.0,1198.0,1198.0,4,0,0,Ounasrinne   (Rovaniemi )
9768,96500,"Blocks of flats, one-room flat",799.9,798.6,797.3,796.0,796.0,796.0,4,6,6,Korkalovaara   (Rovaniemi )
