,Postal code,Building type,2020Q1 Price per square meter (EUR/m2),2020Q2 Price per square meter (EUR/m2),2020Q3 Price per square meter (EUR/m2),2020Q4 Price per square meter (EUR/m2),2021Q1* Price per square meter (EUR/m2),2021Q2* Price per square meter (EUR/m2),label6,label8,label10,Location
6037,53300,"Blocks of flats, two-room flat",1142.0,1154.0,1166.0,1178.0,1016.0,1016.0,1,5,3,Lauritsala-Mälkiä   (Lappeenranta )
6067,53600,"Blocks of flats, two-room flat",2115.0,2044.0,2126.0,2208.0,2290.0,2372.0,5,0,5,Kesämäki   (Lappeenranta )
6073,53650,"Blocks of flats, two-room flat",935.0,935.0,935.0,935.0,935.0,935.0,3,3,7,Mattila-Kuusela   (Lappeenranta )
6079,53810,"Blocks of flats, two-room flat",1219.0,1212.0,1205.0,1282.5,1360.0,1101.0,1,5,3,Kuusimäki-Lavola   (Lappeenranta )
6091,53850,"Blocks of flats, two-room flat",1134.5,1132.25,1130.0,1130.0,1130.0,1130.0,1,5,3,Skinnarila   (Lappeenranta )
6097,53900,"Blocks of flats, two-room flat",2055.0,2333.0,2611.0,2285.0,2539.0,2195.0,5,6,6,Pallo-Tysterniemi-Leiri   (Lappeenranta )
6103,53920,"Blocks of flats, two-room flat",999.0,942.0,965.3333333333334,988.6666666666666,1012.0,1012.0,3,3,7,Voisalmi   (Lappeenranta )
6115,54100,"Blocks of flats, two-room flat",1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1,5,3,Joutseno Keskus   (Lappeenranta )
6229,55100,"Blocks of flats, two-room flat",1072.0,1057.0,1042.0,947.0,924.0,924.0,3,3,7,Imatra Keskus   (Imatra )
6235,55120,"Blocks of flats, two-room flat",929.0,929.0,929.0,929.0,929.0,929.0,3,3,7,Mansikkala-Tuulikallio   (Imatra )
6277,55610,"Blocks of flats, two-room flat",691.0,691.0,691.0,691.0,691.0,691.0,3,3,4,Rajapatsas-Teppanala   (Imatra )
6289,55800,"Blocks of flats, two-room flat",692.0,692.0,692.0,692.0,692.0,692.0,3,3,4,Vuoksenniska-Saarlampi   (Imatra )
6337,57100,"Blocks of flats, two-room flat",927.0,1317.0,1247.0,1253.5,1260.0,1477.0,1,5,3,Heikinpohja-Piispanmäki   (Savonlinna )
6349,57130,"Blocks of flats, two-room flat",1590.2,1576.4,1562.6,1548.8,1535.0,1535.0,1,1,0,Savonlinna Keskus   (Savonlinna )
6355,57170,"Blocks of flats, two-room flat",1210.0,1210.0,1210.0,1210.0,1210.0,1210.0,1,5,3,Sortteerinlahti-Talvisalo   (Savonlinna )
6361,57200,"Blocks of flats, two-room flat",955.0,955.0,955.0,955.0,955.0,955.0,3,3,7,Miekonniemi-Venäjänniemi   (Savonlinna )
6367,57210,"Blocks of flats, two-room flat",972.0,972.0,972.0,972.0,972.0,972.0,3,3,7,Nojanmaa   (Savonlinna )
6379,57230,"Blocks of flats, two-room flat",816.0,816.0,816.0,816.0,816.0,816.0,3,3,7,Inkerinkylä   (Savonlinna )
6397,57710,"Blocks of flats, two-room flat",930.0,930.0,930.0,930.0,930.0,930.0,3,3,7,Kellarpelto-Rantakoivikko   (Savonlinna )
6439,58500,"Blocks of flats, two-room flat",1019.0,1019.0,1019.0,1019.0,1019.0,1019.0,3,3,7,Punkasalmi   (Savonlinna )
6523,60100,"Blocks of flats, two-room flat",1876.0,1601.0,1962.0,1750.0,1875.0,2129.0,5,0,8,Seinäjoki Keskus   (Seinäjoki )
6529,60120,"Blocks of flats, two-room flat",2636.769230769231,2612.3846153846152,2588.0,2758.0,2928.0,2928.0,5,6,6,Pohja   (Seinäjoki )
6535,60150,"Blocks of flats, two-room flat",934.2857142857142,919.8285714285714,905.3714285714286,890.9142857142857,876.4571428571428,862.0,3,3,7,Kasperi   (Seinäjoki )
6541,60200,"Blocks of flats, two-room flat",2194.0,2194.0,2194.0,2194.0,2194.0,2194.0,5,0,5,Törnävä   (Seinäjoki )
6547,60220,"Blocks of flats, two-room flat",1803.0,1803.0,1803.0,1803.0,1803.0,1803.0,5,0,8,Huhtala   (Seinäjoki )
6715,62100,"Blocks of flats, two-room flat",1091.0,1091.0,1091.0,1091.0,1091.0,1091.0,3,3,7,Lapua Keskus   (Lapua )
7045,65100,"Blocks of flats, two-room flat",2470.0,2289.0,2347.0,2259.0,2400.0,2462.0,5,6,6,Vaasa Keskus   (Vaasa )
7057,65200,"Blocks of flats, two-room flat",1700.0,1789.0,1878.0,1742.0,1896.0,1777.0,5,0,8,Palosaari   (Vaasa )
7063,65230,"Blocks of flats, two-room flat",1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1,5,3,Vetokannas   (Vaasa )
7069,65280,"Blocks of flats, two-room flat",1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,1,5,3,Gerby   (Vaasa )
7081,65320,"Blocks of flats, two-room flat",1363.0,1363.0,1363.0,1363.0,1363.0,1363.0,1,5,3,Huutoniemi   (Vaasa )
7087,65350,"Blocks of flats, two-room flat",1421.6666666666667,1555.0,1382.0,1209.0,1448.0,1448.0,1,5,3,Suvilahti   (Vaasa )
7093,65370,"Blocks of flats, two-room flat",970.0,970.0,970.0,970.0,970.0,970.0,3,3,7,Ristinummi   (Vaasa )
7099,65380,"Blocks of flats, two-room flat",1063.0,1063.0,1063.0,1063.0,1063.0,1063.0,3,3,7,Vanha Vaasa   (Vaasa )
7135,65610,"Blocks of flats, two-room flat",1837.0,1837.0,1837.0,1837.0,1837.0,1837.0,5,0,8,Mustasaari Keskus   (Mustasaari )
7339,66900,"Blocks of flats, two-room flat",,,,1187.0,1187.0,1187.0,1,5,3,Uusikaarlepyy Keskus   (Uusikaarlepyy )
7345,67100,"Blocks of flats, two-room flat",2138.0,1719.0,1740.0,1599.0,1591.0,2070.0,5,0,8,Kokkola Keskus   (Kokkola )
7351,67200,"Blocks of flats, two-room flat",1697.4,1609.8,1522.2,1434.6,1347.0,1583.0,1,1,0,Kiviniitty-Tullimäki   (Kokkola )
7381,67800,"Blocks of flats, two-room flat",1093.0,1093.0,1093.0,1093.0,1093.0,1093.0,3,3,7,Koivuhaka   (Kokkola )
7477,68600,"Blocks of flats, two-room flat",1443.0,1426.25,1409.5,1392.75,1376.0,1148.0,1,5,3,Pietarsaari Keskus   (Pietarsaari )
7483,68620,"Blocks of flats, two-room flat",1365.5,1328.6666666666667,1291.8333333333333,1255.0,1255.0,1255.0,1,5,3,Skutnäs-Västermalm   (Pietarsaari )
7495,68660,"Blocks of flats, two-room flat",744.0,744.0,744.0,744.0,744.0,744.0,3,3,4,Östermalm-Björnholmen   (Pietarsaari )
7639,70100,"Blocks of flats, two-room flat",2709.0,2862.0,2734.0,2561.0,2664.0,2506.0,5,6,6,Kuopio Keskus   (Kuopio )
7645,70110,"Blocks of flats, two-room flat",2951.0,3210.0,2720.0,3021.0,3026.0,3026.0,0,4,2,Etu-Niirala   (Kuopio )
7651,70150,"Blocks of flats, two-room flat",1631.0,1631.0,1631.0,1631.0,1631.0,1631.0,1,1,0,Neulamäki   (Kuopio )
7657,70200,"Blocks of flats, two-room flat",1224.0,1384.0,1506.0,1477.0,1709.0,1756.0,1,1,0,Puijonlaakso   (Kuopio )
7669,70280,"Blocks of flats, two-room flat",1052.0,1052.0,1052.0,1052.0,1052.0,1052.0,3,3,7,Länsi-Puijo   (Kuopio )
7681,70340,"Blocks of flats, two-room flat",1570.5,1630.75,1691.0,1623.0,1555.0,1537.0,1,1,0,Inkilänmäki   (Kuopio )
7693,70420,"Blocks of flats, two-room flat",1326.0,1326.0,1326.0,1326.0,1326.0,1326.0,1,5,3,Päiväranta   (Kuopio )
7699,70460,"Blocks of flats, two-room flat",1166.0,1166.0,1166.0,1166.0,1166.0,1166.0,1,5,3,Saarijärvi   (Kuopio )
7705,70500,"Blocks of flats, two-room flat",1712.0,1673.0,1346.0,1321.0,1500.0,1809.0,1,1,0,Männistö   (Kuopio )
7711,70600,"Blocks of flats, two-room flat",1919.6666666666667,1880.7777777777778,1841.888888888889,1803.0,1803.0,1803.0,5,0,8,Niirala-Huuhanmäki   (Kuopio )
7717,70620,"Blocks of flats, two-room flat",1787.388888888889,1798.111111111111,1808.8333333333333,1819.5555555555557,1830.2777777777778,1841.0,5,0,8,Haapaniemi   (Kuopio )
7723,70700,"Blocks of flats, two-room flat",1438.090909090909,1448.0,1572.0,1696.0,1696.0,1696.0,1,1,0,Särkiniemi   (Kuopio )
7741,70820,"Blocks of flats, two-room flat",1130.71875,1109.8125,1088.90625,1068.0,1271.0,1271.0,1,5,3,Litmanen   (Kuopio )
7747,70840,"Blocks of flats, two-room flat",2751.0,2977.5,3204.0,3126.3333333333335,3048.6666666666665,2971.0,0,4,2,Jynkänmäki   (Kuopio )
7765,70910,"Blocks of flats, two-room flat",1913.0,1913.0,1913.0,1913.0,1913.0,1913.0,5,0,8,Vuorela   (Siilinjärvi )
7849,71800,"Blocks of flats, two-room flat",1186.4,1249.8,1313.2,1376.6,1440.0,1440.0,1,5,3,Siilinjärvi Keskus   (Siilinjärvi )
8011,74100,"Blocks of flats, two-room flat",1093.0,1096.0,1402.0,1180.0,1138.0,1240.0,1,5,3,"Iisalmi Keskus, Eteläinen   (Iisalmi )"
8017,74120,"Blocks of flats, two-room flat",931.0,931.0,931.0,931.0,931.0,931.0,3,3,7,Iisalmi Keskus Pohjoinen   (Iisalmi )
8023,74130,"Blocks of flats, two-room flat",717.0,717.0,717.0,717.0,717.0,717.0,3,3,4,Kihmula   (Iisalmi )
8083,75500,"Blocks of flats, two-room flat",730.8235294117646,728.6176470588235,726.4117647058823,724.2058823529412,722.0,722.0,3,3,4,Nurmes Keskus   (Nurmes )
8107,76100,"Blocks of flats, two-room flat",557.0,528.0,499.0,470.0,400.0,479.0,3,3,4,Pieksämäki Keskus   (Pieksämäki )
8125,76150,"Blocks of flats, two-room flat",860.0,860.0,860.0,860.0,860.0,860.0,3,3,7,Länsirinne   (Pieksämäki )
8167,77600,"Blocks of flats, two-room flat",816.0,771.5,727.0,682.5,638.0,638.0,3,3,4,Suonenjoki Keskus   (Suonenjoki )
8185,78200,"Blocks of flats, two-room flat",665.3333333333334,706.0,572.0,587.0,755.0,755.0,3,3,4,Varkaus Keskus   (Leppävirta )
8197,78250,"Blocks of flats, two-room flat",610.0,610.0,610.0,610.0,610.0,610.0,3,3,4,Päiviönsaari   (Varkaus )
8203,78300,"Blocks of flats, two-room flat",362.0,362.0,362.0,362.0,362.0,362.0,3,3,4,Kommila   (Varkaus )
8251,79100,"Blocks of flats, two-room flat",868.0,868.0,868.0,868.0,868.0,868.0,3,3,7,Leppävirta Keskus   (Leppävirta )
8305,80100,"Blocks of flats, two-room flat",2107.0,2162.0,2217.0,2031.0,2102.0,2137.0,5,0,5,"Joensuu Keskus, Pohjoinen   (Joensuu )"
8311,80110,"Blocks of flats, two-room flat",2012.0,1998.0,2075.0,2119.0,2163.0,1955.0,5,0,5,Joensuu Keskus Eteläinen   (Joensuu )
8323,80140,"Blocks of flats, two-room flat",2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,5,0,8,Noljakka   (Joensuu )
8329,80160,"Blocks of flats, two-room flat",1836.0,2041.5,2247.0,1885.5,1524.0,1524.0,5,0,8,Rantakylä-Latola   (Joensuu )
8335,80170,"Blocks of flats, two-room flat",1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1,5,3,Utra   (Joensuu )
8341,80200,"Blocks of flats, two-room flat",1875.0,1871.0,1867.0,2202.0,2284.0,2284.0,5,0,5,Niinivaara   (Joensuu )
8347,80220,"Blocks of flats, two-room flat",2812.0,2724.75,2637.5,2550.25,2463.0,2463.0,5,6,6,Penttilä   (Joensuu )
8491,81700,"Blocks of flats, two-room flat",651.0,662.3333333333334,673.6666666666666,685.0,528.0,528.0,3,3,4,Lieksa Keskus   (Lieksa )
8575,82500,"Blocks of flats, two-room flat",489.56666666666666,472.0,472.0,472.0,472.0,472.0,3,3,4,Kitee Keskus   (Kitee )
8617,82900,"Blocks of flats, two-room flat",922.0,922.0,922.0,922.0,922.0,922.0,3,3,7,Ilomantsi Keskus   (Ilomantsi )
8653,83500,"Blocks of flats, two-room flat",636.0,636.0,636.0,636.0,636.0,636.0,3,3,4,Outokumpu Keskus   (Outokumpu )
8707,84100,"Blocks of flats, two-room flat",1138.5,1113.875,1089.25,1064.625,1040.0,918.0,3,3,7,Ylivieska Keskus   (Ylivieska )
8851,86300,"Blocks of flats, two-room flat",808.0,808.0,808.0,808.0,808.0,808.0,3,3,4,Oulainen Keskus   (Oulainen )
8893,87100,"Blocks of flats, two-room flat",1397.0,1307.0,1350.0,1475.0,1482.0,1556.0,1,1,0,Kajaani Keskus   (Kajaani )
8899,87150,"Blocks of flats, two-room flat",960.0,960.0,960.0,960.0,960.0,960.0,3,3,7,Purola   (Kajaani )
8905,87200,"Blocks of flats, two-room flat",1640.0,1324.0,1324.0,1324.0,1324.0,1324.0,1,5,3,Teppana   (Kajaani )
8911,87250,"Blocks of flats, two-room flat",1201.0,1201.0,1201.0,1201.0,1201.0,1201.0,1,5,3,Kättö-Kätönlahti   (Kajaani )
8929,87500,"Blocks of flats, two-room flat",753.75,758.375,763.0,763.0,763.0,763.0,3,3,4,Lehtikangas   (Kajaani )
8989,88600,"Blocks of flats, two-room flat",1171.6,1081.8,992.0,1252.0,1704.0,1556.0,1,5,3,Sotkamo Keskus   (Sotkamo )
9007,88900,"Blocks of flats, two-room flat",894.0,894.0,894.0,894.0,894.0,894.0,3,3,7,Kuhmo Keskus   (Kuhmo )
9031,89600,"Blocks of flats, two-room flat",1101.0,1101.0,1101.0,1101.0,1101.0,1101.0,3,3,7,Ämmänsaari   (Suomussalmi )
9043,90100,"Blocks of flats, two-room flat",2762.0,2616.0,2563.0,2486.0,2567.0,2616.0,5,6,6,Oulu Keskus   (Oulu )
9049,90120,"Blocks of flats, two-room flat",2171.0,2395.0,2293.0,2005.0,2234.0,2417.0,5,6,6,Heinäpää   (Oulu )
9055,90130,"Blocks of flats, two-room flat",2128.0,2075.0,2363.0,2477.0,2351.0,2877.0,5,6,6,Raksila   (Oulu )
9061,90140,"Blocks of flats, two-room flat",2245.0,2206.5,2168.0,2508.0,2508.0,2508.0,5,6,6,Karjasilta   (Oulu )
9067,90150,"Blocks of flats, two-room flat",1428.0,1458.5,1489.0,1399.0,1443.0,1487.0,1,1,0,Höyhtyä   (Oulu )
9079,90230,"Blocks of flats, two-room flat",1743.0,1910.0,2077.0,2317.0,2317.0,2317.0,5,0,5,Värttö-Maikkula   (Oulu )
9085,90240,"Blocks of flats, two-room flat",,,,,,2307.0,5,0,5,Iinatti   (Oulu )
9091,90250,"Blocks of flats, two-room flat",1099.0,1168.0,1580.0,1518.0,1456.0,1518.0,1,1,0,Kaukovainio   (Oulu )
9103,90400,"Blocks of flats, two-room flat",,,3324.0,3410.0,3496.0,3582.0,0,4,2,Äimärautio   (Oulu )
9115,90420,"Blocks of flats, two-room flat",2065.0,2069.5,2074.0,2228.0,2166.0,2166.0,5,0,5,Metsokangas   (Oulu )
9121,90440,"Blocks of flats, two-room flat",2498.258064516129,2524.8064516129034,2551.354838709677,2577.9032258064517,2604.451612903226,2631.0,5,6,6,Kempele Keskus   (Kempele )
9145,90500,"Blocks of flats, two-room flat",2051.0,1736.0,1825.0,2353.0,1941.0,2197.0,5,0,5,Tuira   (Oulu )
9151,90510,"Blocks of flats, two-room flat",2261.0,2261.0,2261.0,2261.0,2261.0,2261.0,5,0,5,Hietasaari   (Oulu )
9157,90520,"Blocks of flats, two-room flat",2066.0,2311.0,2556.0,2413.0,2608.0,2647.0,5,6,6,Taskila-Toppila   (Oulu )
9163,90530,"Blocks of flats, two-room flat",2158.0,2009.0,2228.0,2013.0,2173.0,1981.0,5,0,5,Välivainio   (Oulu )
9169,90540,"Blocks of flats, two-room flat",,,,,2437.0,2606.0,5,6,6,Kuivasjärvi   (Oulu )
9175,90550,"Blocks of flats, two-room flat",1127.6666666666667,1122.3333333333333,1117.0,1156.3333333333333,1195.6666666666667,1235.0,1,5,3,Pyykösjärvi-Puolivälikangas   (Oulu )
9181,90560,"Blocks of flats, two-room flat",1135.0,1177.0,1219.0,1324.5,1430.0,1430.0,1,5,3,Koskela-Oulu   (Oulu )
9187,90570,"Blocks of flats, two-room flat",1570.0,1541.3333333333333,1512.6666666666667,1484.0,1689.0,1689.0,1,1,0,Kaijonharju-Linnanmaa   (Oulu )
9193,90580,"Blocks of flats, two-room flat",957.0,957.0,957.0,957.0,957.0,957.0,3,3,7,Rajakylä   (Oulu )
9211,90650,"Blocks of flats, two-room flat",1509.0,1509.0,1509.0,1509.0,1509.0,1509.0,1,1,0,Haapalehto   (Oulu )
9391,92100,"Blocks of flats, two-room flat",1409.6666666666667,1421.3333333333333,1433.0,1326.0,1219.0,969.0,1,5,3,Raahe Keskus   (Raahe )
9403,92130,"Blocks of flats, two-room flat",1094.0,1094.0,1094.0,1094.0,1094.0,1094.0,3,3,7,Isoholmi-Antinkangas   (Raahe )
9517,93600,"Blocks of flats, two-room flat",1293.5714285714287,1298.0,942.0,1048.5,1155.0,1391.0,1,5,3,Kuusamo   (Kuusamo )
9547,94100,"Blocks of flats, two-room flat",831.0,907.0,787.0,819.0,857.0,785.0,3,3,4,Kemi Keskus   (Kemi )
9595,94700,"Blocks of flats, two-room flat",446.8888888888889,442.91666666666663,438.94444444444446,434.97222222222223,431.0,431.0,3,3,4,Takajärvi-Haukkari   (Kemi )
9637,95400,"Blocks of flats, two-room flat",1892.0,1882.6666666666667,1873.3333333333333,1864.0,1864.0,1864.0,5,0,8,Tornio Keskus   (Tornio )
9721,96100,"Blocks of flats, two-room flat",2182.0,1948.0,2186.0,1980.0,2416.0,2475.0,5,0,5,Rovaniemi Keskus   (Rovaniemi )
9733,96200,"Blocks of flats, two-room flat",2103.0,2015.0,2121.0,2090.0,1854.0,1805.0,5,0,8,Sahanperä-Ratantaus   (Rovaniemi )
9739,96300,"Blocks of flats, two-room flat",1850.0,1798.0,2086.0,2082.0,2078.0,2074.0,5,0,5,Niemelänkangas-Korvanniemi   (Rovaniemi )
9751,96400,"Blocks of flats, two-room flat",,,,,2105.0,2105.0,5,0,5,Pullinranta-Kiiruna   (Rovaniemi )
9757,96440,"Blocks of flats, two-room flat",1066.0,1066.0,1066.0,1066.0,1066.0,1066.0,3,3,7,Ounasrinne   (Rovaniemi )
9769,96500,"Blocks of flats, two-room flat",710.0,710.0,710.0,710.0,710.0,710.0,3,3,4,Korkalovaara   (Rovaniemi )
9877,98100,"Blocks of flats, two-room flat",690.0,690.0,690.0,690.0,690.0,690.0,3,3,4,Kemijärvi Keskus   (Kemijärvi )
