,postal code,rmse,mae,mpe,parameter
0,00100,283.5688494070019,258.8249603960978,0.032938530577687176,0.1
1,00120,427.0495348031453,257.24333690786443,0.029256482123789573,0.1
2,00140,413.3305943845749,362.98367126661515,0.04036359007940559,0.1
3,00150,326.14074406675627,262.2436245528006,0.030488758688867773,0.1
4,00170,264.29863045392756,218.29973365902515,0.02820429273549574,0.1
5,00180,727.8529589197275,700.3994909581934,0.08573171130481513,0.1
6,00200,153.97905286069044,143.6972054060584,0.021605338698477618,0.1
7,00210,167.2732116646947,143.59569266428298,0.021968501125571596,0.1
8,00250,135.04320060226314,119.59318109243986,0.016776522871621125,0.1
9,00260,537.4077545712353,439.4956445479911,0.05563110848204938,0.1
10,00270,159.66734112782723,98.9320796242771,0.015013665605820205,0.001
11,00320,352.3822089982401,327.3761350712507,0.058743881635235085,0.001
12,00330,148.38998736497405,143.27212345356716,0.022308269392545172,0.1
13,00350,406.4923434218151,336.2840692217519,0.06115273806158587,0.001
14,00390,125.08857756326488,114.05377875850854,0.030050516888310553,0.1
15,00400,261.61555721919535,254.73674116068833,0.055832138892056925,0.1
16,00420,153.0097702001611,146.19391362017495,0.041318828056608976,0.01
17,00500,157.10140119419182,125.5246060312408,0.01939104948731672,0.1
18,00510,195.81599924851253,153.891769276559,0.023278565720303332,0.1
19,00520,278.15694365221646,253.2354280188465,0.04044247420581932,0.01
20,00530,64.8703540226872,61.979734371446284,0.00960138402569977,0.1
21,00550,180.15073079613282,138.9821052599109,0.022969019776675197,0.01
22,00560,370.5697254903482,313.36422900846424,0.05254633239019515,0.01
23,00610,411.4583810289138,340.78970794876386,0.05772212399377312,0.1
24,00630,195.28714928887896,191.1740338486045,0.04561016025259393,0.001
25,00640,63.212972984929806,61.20295767270022,0.01651985652850485,0.1
26,00700,115.9397055381808,101.41552605694483,0.029948750106835287,0.001
27,00710,205.0697608046761,185.06251020906666,0.06570459605140326,0.01
28,00720,325.460990557749,287.2925211245388,0.08088461906614357,0.1
29,00800,344.68021547535665,283.42036438995365,0.05290591541760076,0.001
30,00910,233.02699933864167,220.7059777485781,0.059275517414049475,0.01
31,00960,46.68886157097967,44.70074187387024,0.01446304963902756,0.1
32,00970,131.56033258605294,104.60439319571856,0.04036569320508017,0.01
33,00990,64.78958186574296,51.65597624244765,0.009988538802959185,0.01
34,01300,158.20930506625967,137.14962171653042,0.036153419449674484,0.1
35,01360,73.64161815304966,67.46998871830374,0.03535161187634449,0.1
36,01510,196.16115249058424,160.91852146618112,0.03571027332638741,0.001
37,01600,158.0598473087008,142.42903239573593,0.05031137133704241,0.01
38,01610,290.8753269729613,284.30313530186027,0.08450636879249807,0.001
39,01620,85.14839945723452,85.14839945723452,0.03146651864642813,0.1
40,01650,288.32586443860043,186.63917087606146,0.08682467489568751,0.1
41,01710,109.83910815511133,89.48962323346086,0.03264661199510562,0.01
42,02100,463.737799880805,396.8494044330282,0.06481638660911178,0.001
43,02230,184.4442364188664,130.95756826684496,0.029758612259083148,0.1
44,02320,194.18129233120595,131.65326102375616,0.042294885401836825,0.001
45,02600,548.5897582134376,444.8586134556537,0.0933836245824502,0.01
46,02650,305.98432138994553,284.7257422819609,0.06459700082096378,0.1
47,03100,205.85357311687693,174.58440727628,0.09577506401045838,0.1
48,04200,153.59179896540797,126.47177420422288,0.04977811860879475,0.001
49,04400,177.35929356283015,164.1774557177181,0.06521055354761233,0.001
50,05800,102.39036197727874,91.1290048289859,0.04459411229352142,0.1
51,05830,232.01366255547245,214.7240108725032,0.10430015499614964,0.01
52,05900,113.76102267601091,113.5450107549791,0.057988010038790005,0.001
53,06100,178.24904541524018,161.34408270062988,0.059833848139683184,0.1
54,08100,156.30237683230857,126.05366219339635,0.05216308620217161,0.01
55,10300,139.32165431450525,129.56729360377517,0.09502079818709848,0.1
56,10600,209.76350806289798,204.20949799628434,0.10361914490200456,0.01
57,10900,190.37741813739706,173.99779328652517,0.12852788738651622,0.01
58,11100,170.2593805185406,132.3158299243904,0.08330610296740602,0.01
59,13100,106.5585540337456,98.34551294769403,0.04483778726645858,0.01
60,13130,160.31764834363204,120.02067623428269,0.06406998130500705,0.1
61,13210,271.89726923833643,215.5254044170499,0.13293097610537113,0.1
62,15100,135.74834301444142,123.41077447236671,0.0583708012971518,0.1
63,15110,292.10510006366616,280.4250790248957,0.115494605977193,0.1
64,15140,93.52870456439301,78.56485935652267,0.03279907731172867,0.001
65,15150,193.8472796523451,151.5270387068016,0.09923062900022593,0.1
66,15210,343.79407194198376,332.06645216006535,0.24402486936547227,0.01
67,15240,72.01339008214582,58.62325256523138,0.05491884447682699,0.001
68,15700,349.0159107734248,328.6453407057693,0.1958920496741234,0.001
69,15830,25.89845008149616,24.033579796157596,0.029544882460950203,0.1
70,18100,160.27659696182286,143.44459248899113,0.1275712641178737,0.1
71,20100,107.42130869546139,84.41819062362526,0.0230141530324985,0.1
72,20200,271.10908396279734,261.0537526234537,0.09772506505606134,0.1
73,20300,348.75523115730476,240.74926248672807,0.075487185591305,0.1
74,20320,177.68895336104046,122.69986184471281,0.05960556243966815,0.1
75,20360,54.5010490186805,52.200213716908024,0.03878676253059815,0.001
76,20500,143.7112024478245,104.15999141163456,0.029429746667921586,0.01
77,20700,239.6567413062859,199.60544809254134,0.055141673852025286,0.1
78,20720,23.772109072900548,23.772109072900548,0.009694987386990435,0.01
79,20810,210.61068665622474,166.68306555399568,0.04700927163243607,0.1
80,20880,101.52216887752253,101.38847094994378,0.0520154065254108,0.1
81,21100,105.84291199351233,104.23165865744431,0.047526371063981665,0.001
82,21200,118.31899379168398,97.17507546004248,0.05480743065531753,0.1
83,21600,199.45952741764316,187.1369329397662,0.14004983772711363,0.001
84,23500,190.07462364524199,175.91006415130778,0.15191076694661357,0.001
85,24100,101.84961723388888,78.55355890753378,0.0554227011443606,0.001
86,26100,107.59102467536196,95.57504702990889,0.0660432343400105,0.001
87,28100,199.146664521004,131.26801195092935,0.07903328446724107,0.1
88,28130,287.83527605615046,261.08554760295306,0.16325391755611582,0.1
89,30100,101.56413981495689,79.50126950364317,0.07566341891896416,0.1
90,33100,312.59853043158046,243.04790683922283,0.05589242079619246,0.1
91,33200,205.184443634841,144.6730926382262,0.0362437760245262,0.1
92,33210,125.23749273790133,115.35833773520858,0.029283196228243817,0.1
93,33230,366.00996376085703,326.6510097241676,0.08549229251488097,0.1
94,33270,65.26467710353344,51.67357340555145,0.018166845998190677,0.01
95,33310,382.9375148722127,364.8623399130323,0.18552571083353125,0.1
96,33410,310.8804753856458,266.5360172472548,0.1235501495257136,0.1
97,33500,72.94117758852208,62.734781032922115,0.017795752046686136,0.1
98,33530,268.5349740222429,230.12743332090471,0.07246466512945768,0.01
99,33540,371.80426996107815,349.386124513456,0.09577943269576504,0.1
100,33710,109.33540977077061,109.33340153575159,0.052400639561243426,0.01
101,33720,108.99710324138381,82.87999056272099,0.04258332498717642,0.1
102,33800,314.16648038479354,298.94168893259143,0.10432545983934388,0.1
103,33900,406.84392070190376,361.2256260154263,0.10812683934553428,0.1
104,37100,164.2766164722757,134.18066023128017,0.0775373570196913,0.01
105,37600,66.57098963918597,54.17532590454266,0.04706123278002236,0.1
106,37800,147.0963368077854,132.62096073320072,0.12679889421430302,0.01
107,38200,80.66257108165127,68.6893146530818,0.04652533541437573,0.001
108,40100,82.3007839708456,57.675485726394186,0.020207814862645737,0.1
109,40200,168.9059291825695,154.99240528786262,0.06615733639529335,0.1
110,40320,253.18817415349747,224.93444862620834,0.14542959225869856,0.1
111,40340,112.73963153050973,93.70242224838049,0.1273702334066949,0.1
112,40640,60.32781633871845,52.48953035691636,0.05739159790919024,0.1
113,40700,180.56547643274692,127.16108071366068,0.053800329462811436,0.1
114,40720,26.75898673011579,23.694549120717966,0.010061957715999126,0.1
115,40740,325.07880532784674,210.6346159994172,0.10674168076965211,0.001
116,42700,67.46781626819813,67.46781626819813,0.09892641681553979,0.1
117,44100,170.33042709731657,142.91641450317252,0.1543345495188076,0.1
118,45100,65.13853473845907,60.60763833012919,0.0477955815893606,0.1
119,45200,26.690894262133874,20.144459159069584,0.021319674786463547,0.01
120,45700,210.68871674058624,179.26178594789152,0.18713425922744512,0.001
121,48100,117.31738182832052,104.15029488725736,0.06921900189611066,0.01
122,48600,120.57294815123726,104.069312492569,0.0906568945296915,0.001
123,49400,267.335843064113,165.47506737658736,0.11959926944650301,0.001
124,50100,212.53947576981633,148.52907623632825,0.08384952304125945,0.1
125,53100,85.37996523213651,73.16282646688046,0.03312813137117512,0.1
126,53810,150.49804662895684,102.93458617805634,0.07747948333557718,0.1
127,53900,238.99362577181583,206.49049816798674,0.08519247054812977,0.1
128,55100,308.3309536281732,297.7230320645608,0.311539182514875,0.1
129,57100,179.51879673661085,130.03350209520508,0.09148630757317888,0.1
