,Postal code,Building type,2020Q1 Price per square meter (EUR/m2),2020Q2 Price per square meter (EUR/m2),2020Q3 Price per square meter (EUR/m2),2020Q4 Price per square meter (EUR/m2),2021Q1* Price per square meter (EUR/m2),2021Q2* Price per square meter (EUR/m2),label6,label8,label10,Location
9158,90520,"Blocks of flats, three-room flat+",2802.857142857143,2924.0,3184.0,2417.0,2140.0,2319.0,2,5,5,Taskila-Toppila   (Oulu )
9164,90530,"Blocks of flats, three-room flat+",1929.0,2354.0,2142.0,1930.0,1930.0,1930.0,2,5,5,Välivainio   (Oulu )
9170,90540,"Blocks of flats, three-room flat+",1824.0,1824.0,1824.0,1824.0,1824.0,1824.0,4,4,4,Kuivasjärvi   (Oulu )
9176,90550,"Blocks of flats, three-room flat+",1004.0,1055.5,1107.0,1107.0,1107.0,1107.0,5,1,8,Pyykösjärvi-Puolivälikangas   (Oulu )
9182,90560,"Blocks of flats, three-room flat+",1006.0,1006.0,1006.0,1006.0,1006.0,1006.0,5,1,9,Koskela-Oulu   (Oulu )
9188,90570,"Blocks of flats, three-room flat+",1330.3333333333333,1464.6666666666667,1599.0,956.0,956.0,956.0,4,0,0,Kaijonharju-Linnanmaa   (Oulu )
9206,90630,"Blocks of flats, three-room flat+",1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,4,4,4,Korvensuora   (Oulu )
9212,90650,"Blocks of flats, three-room flat+",1649.0,2445.0,1699.0,1846.0,1567.0,1305.0,4,4,4,Haapalehto   (Oulu )
9368,91900,"Blocks of flats, three-room flat+",1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,4,0,0,Liminka Keskus   (Liminka )
9392,92100,"Blocks of flats, three-room flat+",1926.0,1474.5,1023.0,1023.0,1023.0,1023.0,4,0,0,Raahe Keskus   (Raahe )
9518,93600,"Blocks of flats, three-room flat+",1210.0,1210.0,1210.0,1210.0,1210.0,1210.0,4,0,0,Kuusamo   (Kuusamo )
9548,94100,"Blocks of flats, three-room flat+",1032.0,1078.0,936.6666666666666,795.3333333333333,654.0,654.0,5,1,1,Kemi Keskus   (Kemi )
9638,95400,"Blocks of flats, three-room flat+",1577.0,1577.0,1577.0,1577.0,1577.0,1577.0,4,4,4,Tornio Keskus   (Tornio )
9722,96100,"Blocks of flats, three-room flat+",2170.0,1902.0,2116.0,2129.0,2445.0,2279.0,2,5,5,Rovaniemi Keskus   (Rovaniemi )
9734,96200,"Blocks of flats, three-room flat+",1220.0,1384.0,1302.0,1515.0,2245.0,1781.0,4,4,4,Sahanperä-Ratantaus   (Rovaniemi )
9740,96300,"Blocks of flats, three-room flat+",1408.3333333333333,1451.6666666666667,1495.0,1549.0,1603.0,2011.0,4,4,4,Niemelänkangas-Korvanniemi   (Rovaniemi )
9758,96440,"Blocks of flats, three-room flat+",820.0,820.0,820.0,820.0,820.0,820.0,5,1,9,Ounasrinne   (Rovaniemi )
9770,96500,"Blocks of flats, three-room flat+",691.0,691.0,691.0,691.0,691.0,691.0,5,1,1,Korkalovaara   (Rovaniemi )
9914,98440,"Blocks of flats, three-room flat+",500.0,500.0,500.0,500.0,500.0,500.0,5,1,1,Kallaanvaara   (Kemijärvi )
